property_area,bedrooms,bathrooms,year_built,garage_size,lot_area,location,property_type,furnishing_status,price
764.0,2.0,1.0,2009.0,3.0,951.0,Tier3,Apartment,Unfurnished,22.81
899.0,3.0,3.0,1985.0,3.0,1250.0,Tier1,Villa,Unfurnished,86.18
1461.0,2.0,3.0,2001.0,1.0,3296.0,Tier2,Apartment,Semi-Furnished,84.57
819.0,2.0,1.0,2000.0,0.0,1165.0,Metro,Apartment,Unfurnished,62.01
1122.0,2.0,3.0,2021.0,,1648.0,Tier1,Apartment,Furnished,117.62
400.0,2.0,2.0,2005.0,2.0,1036.0,Metro,Independent House,Unfurnished,49.99
1441.0,1.0,2.0,2011.0,1.0,3676.0,Tier1,Apartment,Furnished,158.67
441.0,5.0,4.0,2019.0,3.0,1198.0,Tier3,Villa,Furnished,27.82
734.0,3.0,4.0,2008.0,,1020.0,Tier1,,Furnished,65.58
1809.0,3.0,3.0,,2.0,2816.0,Metro,Apartment,Semi-Furnished,155.34
1790.0,3.0,3.0,2009.0,2.0,4832.0,Metro,Apartment,Unfurnished,173.36
1387.0,3.0,3.0,2003.0,1.0,3465.0,Tier1,Independent House,Semi-Furnished,132.13
1338.0,5.0,4.0,1997.0,1.0,3547.0,Metro,Apartment,Unfurnished,127.16
935.0,2.0,,2013.0,1.0,2788.0,Metro,Villa,Semi-Furnished,164.58
814.0,2.0,2.0,2016.0,2.0,2243.0,Tier2,Apartment,Furnished,59.3
1019.0,6.0,5.0,1990.0,0.0,2177.0,Tier1,Apartment,Semi-Furnished,57.93
443.0,3.0,,1993.0,2.0,779.0,Metro,Apartment,Semi-Furnished,36.99
1326.0,1.0,1.0,1985.0,2.0,2951.0,Tier3,Apartment,Unfurnished,41.64
1224.0,2.0,2.0,2008.0,1.0,2876.0,Metro,Apartment,Semi-Furnished,112.7
733.0,1.0,1.0,1994.0,3.0,1322.0,Tier3,Apartment,Semi-Furnished,24.21
1984.0,6.0,6.0,2019.0,2.0,5134.0,Tier1,Villa,,284.08
1503.0,2.0,2.0,1990.0,2.0,2055.0,Tier3,Villa,Semi-Furnished,51.91
1546.0,5.0,5.0,2004.0,1.0,4024.0,Tier2,Apartment,Unfurnished,78.59
956.0,6.0,6.0,2022.0,2.0,1202.0,Tier2,Apartment,Furnished,57.25
1199.0,3.0,2.0,1996.0,0.0,2514.0,Tier3,Apartment,Unfurnished,39.32
1514.0,,1.0,1987.0,2.0,4164.0,Metro,Apartment,Semi-Furnished,171.39
1276.0,1.0,1.0,2002.0,0.0,1730.0,Tier3,Apartment,Semi-Furnished,46.36
2001.0,3.0,4.0,2005.0,2.0,4266.0,,Independent House,Unfurnished,197.99
1098.0,3.0,4.0,2019.0,2.0,1633.0,Tier1,Apartment,Semi-Furnished,76.03
948.0,3.0,4.0,2021.0,1.0,2665.0,Tier1,Apartment,Semi-Furnished,81.97
1517.0,3.0,,2003.0,0.0,4093.0,Tier1,Apartment,Furnished,113.55
568.0,5.0,6.0,2009.0,0.0,1636.0,Metro,Apartment,Furnished,67.93
1662.0,3.0,3.0,2002.0,1.0,4612.0,Tier1,Villa,Unfurnished,216.01
550.0,4.0,4.0,2024.0,2.0,1389.0,,Apartment,Semi-Furnished,57.62
1519.0,5.0,5.0,2014.0,2.0,2328.0,Tier2,Apartment,Unfurnished,61.93
876.0,2.0,3.0,2018.0,0.0,1528.0,Tier2,Villa,Furnished,73.26
1438.0,2.0,3.0,1994.0,1.0,3012.0,Tier1,Apartment,Furnished,134.98
1654.0,2.0,2.0,2006.0,2.0,3738.0,Tier1,Independent House,Furnished,166.3
1277.0,2.0,1.0,1988.0,1.0,3330.0,Metro,Villa,Semi-Furnished,169.2
600.0,3.0,3.0,1987.0,3.0,965.0,Metro,Apartment,Unfurnished,43.58
752.0,2.0,3.0,2012.0,1.0,1076.0,Metro,Villa,Semi-Furnished,137.52
836.0,3.0,4.0,2006.0,2.0,1729.0,Tier1,Apartment,Semi-Furnished,85.58
400.0,6.0,6.0,1996.0,1.0,594.0,,Villa,Unfurnished,51.78
1764.0,2.0,2.0,1997.0,0.0,4320.0,Tier3,Apartment,Unfurnished,59.1
1255.0,3.0,3.0,2017.0,1.0,2806.0,Tier1,Apartment,Furnished,147.89
632.0,1.0,2.0,2003.0,,1601.0,Tier1,Villa,Unfurnished,66.52
1928.0,2.0,3.0,2001.0,1.0,2534.0,Tier1,Independent House,Semi-Furnished,200.79
849.0,3.0,3.0,2018.0,2.0,2493.0,Metro,Independent House,Furnished,152.56
1325.0,5.0,5.0,1988.0,1.0,1590.0,Tier1,Villa,Furnished,151.6
787.0,3.0,4.0,2023.0,1.0,1405.0,Tier2,Apartment,Semi-Furnished,46.87
400.0,1.0,1.0,1992.0,1.0,969.0,,Apartment,Semi-Furnished,29.9
518.0,3.0,4.0,2017.0,1.0,,Tier1,Apartment,Semi-Furnished,41.76
976.0,2.0,2.0,1985.0,0.0,1318.0,Tier3,Apartment,Furnished,25.71
1649.0,2.0,3.0,1989.0,1.0,2206.0,Tier3,Apartment,Unfurnished,50.92
1373.0,3.0,4.0,2016.0,2.0,3085.0,Tier2,Independent House,,85.94
1270.0,1.0,1.0,2024.0,3.0,3572.0,Tier1,Apartment,Unfurnished,94.6
400.0,3.0,4.0,1985.0,2.0,880.0,Tier2,Apartment,Semi-Furnished,21.25
1835.0,3.0,,2019.0,0.0,4196.0,Metro,Apartment,Furnished,264.44
1312.0,3.0,4.0,2006.0,1.0,2392.0,Tier1,Independent House,Furnished,136.77
1140.0,1.0,2.0,2013.0,0.0,1406.0,Metro,Villa,Furnished,179.36
1766.0,6.0,6.0,2001.0,0.0,2188.0,Tier1,Villa,Semi-Furnished,185.45
1824.0,3.0,3.0,2014.0,1.0,5105.0,Tier1,Apartment,Semi-Furnished,187.19
1777.0,,4.0,2019.0,0.0,2460.0,Metro,Independent House,Unfurnished,253.1
1076.0,2.0,3.0,1985.0,1.0,3228.0,Tier3,Apartment,Semi-Furnished,44.49
698.0,3.0,4.0,1988.0,1.0,1044.0,Tier3,Independent House,Semi-Furnished,31.84
1694.0,3.0,3.0,1993.0,1.0,4090.0,Tier2,Villa,Semi-Furnished,128.56
517.0,2.0,3.0,2016.0,0.0,1503.0,Tier1,Apartment,Semi-Furnished,49.07
2174.0,1.0,1.0,1989.0,1.0,4027.0,Tier3,Apartment,Semi-Furnished,69.31
1214.0,3.0,3.0,1998.0,2.0,3062.0,Metro,Villa,Furnished,245.79
670.0,5.0,5.0,2010.0,1.0,1227.0,Tier2,Apartment,Semi-Furnished,39.41
584.0,4.0,4.0,2007.0,0.0,1021.0,Metro,Independent House,Semi-Furnished,87.64
,2.0,1.0,2006.0,0.0,877.0,Tier2,Apartment,Furnished,30.92
1270.0,3.0,3.0,2011.0,1.0,3401.0,Metro,Apartment,Unfurnished,116.33
1197.0,5.0,5.0,2009.0,2.0,1991.0,Tier3,,Unfurnished,32.79
582.0,4.0,5.0,2020.0,0.0,995.0,Tier3,Apartment,Furnished,17.75
1022.0,2.0,1.0,1988.0,1.0,3064.0,Metro,Apartment,Furnished,113.12
516.0,5.0,5.0,2016.0,2.0,923.0,Tier1,Apartment,Unfurnished,34.51
1495.0,2.0,2.0,1993.0,,2932.0,Tier3,Villa,Furnished,69.12
1173.0,3.0,4.0,1986.0,2.0,3498.0,Tier1,Apartment,Semi-Furnished,88.41
1011.0,3.0,4.0,2023.0,2.0,1885.0,Tier3,Independent House,Furnished,33.83
556.0,5.0,6.0,2009.0,0.0,1034.0,Tier1,Villa,Furnished,79.55
1050.0,5.0,6.0,1994.0,1.0,2824.0,Tier1,Independent House,Unfurnished,91.62
993.0,5.0,5.0,2021.0,2.0,1749.0,Metro,Apartment,Unfurnished,112.55
1359.0,1.0,1.0,2009.0,3.0,2203.0,Metro,Apartment,Furnished,154.62
1284.0,5.0,6.0,2024.0,2.0,2519.0,Tier2,Apartment,Semi-Furnished,81.46
1596.0,1.0,2.0,2013.0,0.0,3928.0,Tier1,Villa,Furnished,233.38
958.0,2.0,2.0,2021.0,,1224.0,Tier1,Independent House,Furnished,89.01
400.0,3.0,4.0,1989.0,2.0,,Tier1,Apartment,Unfurnished,30.39
1696.0,3.0,4.0,1998.0,1.0,3092.0,Tier1,Apartment,Semi-Furnished,129.23
732.0,3.0,4.0,2017.0,1.0,1201.0,Tier3,Independent House,Semi-Furnished,25.29
647.0,3.0,4.0,2011.0,2.0,1538.0,Tier3,Apartment,Unfurnished,23.44
1178.0,5.0,5.0,1989.0,,2028.0,Tier1,Villa,Unfurnished,113.52
1351.0,2.0,2.0,1999.0,2.0,3097.0,Tier2,Villa,Unfurnished,111.48
935.0,2.0,1.0,1987.0,,1971.0,Tier2,Independent House,Furnished,76.8
931.0,5.0,5.0,,1.0,,Tier1,Apartment,Furnished,79.75
1004.0,1.0,2.0,2008.0,2.0,1687.0,Tier3,Apartment,Semi-Furnished,35.97
1908.0,3.0,3.0,1996.0,2.0,2876.0,Metro,Villa,Semi-Furnished,228.69
1199.0,,4.0,1998.0,0.0,1561.0,Metro,Independent House,Unfurnished,152.46
716.0,3.0,3.0,2004.0,0.0,1657.0,Tier3,Apartment,Semi-Furnished,19.97
721.0,4.0,5.0,1998.0,0.0,1738.0,Tier1,Apartment,Unfurnished,54.93
1075.0,2.0,1.0,1998.0,3.0,1611.0,Tier2,Villa,Furnished,82.13
1319.0,5.0,5.0,2019.0,1.0,3044.0,Tier3,Independent House,Unfurnished,56.41
1442.0,,2.0,2003.0,0.0,4279.0,Metro,Independent House,Semi-Furnished,218.18
,3.0,3.0,2004.0,1.0,1683.0,Tier3,Independent House,Unfurnished,41.28
779.0,1.0,2.0,2007.0,0.0,1622.0,Tier1,Apartment,Furnished,52.11
988.0,3.0,4.0,2018.0,0.0,,Tier1,Apartment,Semi-Furnished,87.43
1567.0,4.0,4.0,1985.0,1.0,2010.0,Tier2,Villa,Unfurnished,80.79
627.0,5.0,6.0,1988.0,1.0,1631.0,Tier3,Independent House,Semi-Furnished,26.98
967.0,4.0,4.0,2024.0,1.0,,Metro,Apartment,Semi-Furnished,133.45
1499.0,3.0,4.0,2001.0,2.0,2038.0,Tier1,Apartment,Unfurnished,90.9
1638.0,5.0,5.0,2010.0,2.0,4390.0,Tier2,Independent House,Semi-Furnished,147.92
1104.0,3.0,4.0,1998.0,1.0,2077.0,Tier2,Apartment,Semi-Furnished,60.63
994.0,3.0,3.0,2016.0,2.0,1451.0,Tier2,Apartment,Furnished,47.1
539.0,,,2020.0,1.0,1125.0,Metro,Villa,Unfurnished,80.26
1463.0,3.0,3.0,2004.0,1.0,1944.0,Metro,Villa,Semi-Furnished,202.06
1859.0,4.0,4.0,2000.0,,3978.0,Tier1,Independent House,Semi-Furnished,193.86
2483.0,2.0,3.0,2003.0,1.0,3066.0,Tier2,Apartment,Furnished,105.21
1393.0,3.0,2.0,2023.0,1.0,3499.0,Metro,Villa,Semi-Furnished,256.19
1175.0,4.0,4.0,2008.0,0.0,2442.0,Metro,Villa,Furnished,231.43
740.0,5.0,6.0,1998.0,1.0,1499.0,Tier3,Villa,Furnished,28.05
400.0,5.0,5.0,2013.0,1.0,621.0,Metro,Villa,Semi-Furnished,78.13
1288.0,3.0,4.0,1998.0,1.0,2383.0,Tier3,Apartment,Furnished,60.56
2375.0,3.0,2.0,1995.0,3.0,3627.0,Tier2,Apartment,Furnished,134.77
1835.0,3.0,3.0,,1.0,4631.0,Tier2,,Semi-Furnished,83.77
1758.0,3.0,4.0,,2.0,2739.0,Metro,Apartment,Furnished,218.12
1323.0,5.0,5.0,2008.0,1.0,3056.0,Metro,Villa,Semi-Furnished,220.51
1380.0,5.0,5.0,2006.0,0.0,2351.0,Tier2,Independent House,Furnished,95.59
400.0,5.0,6.0,2005.0,3.0,953.0,Tier2,Independent House,Semi-Furnished,37.27
1581.0,2.0,2.0,1990.0,2.0,3435.0,,Independent House,Semi-Furnished,72.96
910.0,5.0,6.0,1998.0,1.0,1786.0,Metro,Apartment,Unfurnished,84.51
849.0,5.0,6.0,1993.0,1.0,2047.0,,Apartment,Semi-Furnished,47.89
1038.0,3.0,2.0,2019.0,1.0,2022.0,Tier2,Apartment,Furnished,62.42
1021.0,3.0,4.0,2020.0,2.0,2735.0,,Apartment,Furnished,78.26
841.0,4.0,4.0,2009.0,0.0,2114.0,Tier2,Apartment,Semi-Furnished,66.19
1207.0,3.0,3.0,1999.0,2.0,2623.0,Tier2,Villa,Unfurnished,83.55
921.0,6.0,,2012.0,2.0,2559.0,Tier2,Independent House,Furnished,72.59
1250.0,3.0,4.0,1998.0,0.0,3365.0,Metro,Apartment,Semi-Furnished,144.29
456.0,4.0,5.0,1997.0,2.0,984.0,Tier1,Apartment,Furnished,40.3
1093.0,4.0,5.0,2015.0,2.0,1446.0,Metro,Independent House,Semi-Furnished,153.58
652.0,3.0,3.0,1989.0,1.0,1447.0,Tier1,Apartment,Semi-Furnished,41.45
879.0,5.0,5.0,2003.0,1.0,1617.0,Tier1,Independent House,Semi-Furnished,87.39
1272.0,3.0,3.0,1992.0,2.0,2763.0,Metro,Independent House,Unfurnished,130.16
400.0,3.0,3.0,1997.0,1.0,946.0,Tier1,Independent House,Semi-Furnished,28.41
789.0,2.0,2.0,2001.0,2.0,1863.0,Metro,Apartment,Furnished,94.45
1484.0,3.0,4.0,2016.0,1.0,3580.0,Tier2,Villa,Semi-Furnished,124.19
493.0,4.0,4.0,1989.0,0.0,1194.0,Tier3,Apartment,Semi-Furnished,19.53
2089.0,5.0,6.0,,3.0,2918.0,Metro,Villa,Semi-Furnished,296.74
1802.0,2.0,3.0,2018.0,1.0,,Tier3,Apartment,Semi-Furnished,73.29
953.0,3.0,,1985.0,1.0,2225.0,Tier1,Apartment,Semi-Furnished,62.01
806.0,2.0,2.0,2024.0,2.0,1559.0,Metro,Villa,Semi-Furnished,148.88
1301.0,,4.0,1999.0,2.0,3348.0,Metro,Villa,Unfurnished,216.13
476.0,6.0,6.0,2016.0,1.0,678.0,,Independent House,Semi-Furnished,32.7
400.0,3.0,4.0,2018.0,2.0,618.0,,Independent House,Unfurnished,26.91
970.0,3.0,3.0,2019.0,0.0,2139.0,Tier2,Villa,Furnished,86.75
1133.0,3.0,4.0,2012.0,2.0,2381.0,,Apartment,Semi-Furnished,126.85
1247.0,1.0,2.0,2001.0,1.0,2094.0,Metro,Independent House,Unfurnished,138.74
893.0,4.0,4.0,1995.0,1.0,1728.0,Tier1,Villa,Semi-Furnished,95.8
1837.0,3.0,4.0,2007.0,2.0,2320.0,Metro,Independent House,Unfurnished,193.45
452.0,4.0,3.0,2010.0,2.0,573.0,Metro,Independent House,Unfurnished,61.64
631.0,5.0,4.0,1989.0,2.0,865.0,Metro,Apartment,Furnished,77.03
1443.0,4.0,3.0,2010.0,,3230.0,Tier2,Independent House,Semi-Furnished,90.48
619.0,4.0,4.0,1990.0,3.0,1705.0,Tier3,Apartment,Furnished,21.13
600.0,5.0,5.0,2018.0,1.0,1001.0,Tier1,Apartment,Unfurnished,39.4
1262.0,6.0,,1997.0,1.0,1591.0,Tier3,Villa,Unfurnished,51.98
673.0,3.0,3.0,,3.0,1666.0,Tier1,Apartment,Furnished,54.91
1133.0,2.0,2.0,1986.0,0.0,3104.0,Tier1,Independent House,Furnished,107.98
850.0,3.0,3.0,1998.0,0.0,1231.0,Metro,Apartment,Semi-Furnished,67.91
769.0,4.0,4.0,2001.0,3.0,1457.0,Tier2,Apartment,,30.14
400.0,1.0,1.0,2024.0,3.0,594.0,Tier3,Villa,Furnished,27.68
1270.0,1.0,1.0,2024.0,2.0,1767.0,Tier2,Independent House,Semi-Furnished,109.51
576.0,1.0,1.0,2023.0,1.0,1363.0,Tier1,Independent House,Semi-Furnished,78.2
1116.0,4.0,4.0,2009.0,1.0,3283.0,Tier2,Independent House,Furnished,84.62
944.0,3.0,3.0,2011.0,1.0,2285.0,Metro,Villa,Unfurnished,180.05
1097.0,,4.0,2008.0,1.0,3261.0,Tier3,Apartment,Unfurnished,50.87
1125.0,2.0,1.0,2017.0,1.0,2230.0,Tier1,Apartment,Unfurnished,81.15
1297.0,4.0,5.0,2011.0,0.0,3653.0,Tier1,Apartment,Unfurnished,125.67
836.0,2.0,2.0,2015.0,1.0,1312.0,Tier1,Villa,Furnished,106.93
1821.0,2.0,2.0,2022.0,1.0,2572.0,Tier2,Villa,Semi-Furnished,155.39
400.0,4.0,4.0,1999.0,2.0,986.0,Metro,Apartment,Furnished,42.95
1087.0,3.0,3.0,2024.0,1.0,2031.0,Tier2,Independent House,Unfurnished,68.48
1618.0,3.0,3.0,1985.0,2.0,2867.0,Metro,Villa,Unfurnished,172.15
1438.0,3.0,4.0,,1.0,3463.0,Tier2,Apartment,Unfurnished,72.92
713.0,2.0,2.0,1999.0,1.0,1284.0,Tier2,Apartment,Unfurnished,34.01
796.0,4.0,5.0,2017.0,1.0,1776.0,Tier2,Independent House,Semi-Furnished,70.85
697.0,2.0,2.0,2016.0,1.0,1212.0,Tier1,Independent House,Semi-Furnished,59.05
1500.0,2.0,2.0,2009.0,1.0,3916.0,Tier1,Independent House,Semi-Furnished,137.23
830.0,4.0,4.0,2023.0,2.0,1463.0,Metro,Apartment,Furnished,124.84
1328.0,4.0,3.0,2017.0,,2872.0,Tier2,Independent House,Furnished,89.0
1332.0,2.0,3.0,2013.0,3.0,1654.0,Metro,Apartment,Semi-Furnished,106.44
,2.0,3.0,2018.0,2.0,6258.0,Tier1,Apartment,Semi-Furnished,225.54
1357.0,4.0,5.0,1992.0,0.0,3144.0,Metro,,Semi-Furnished,186.67
794.0,4.0,4.0,1995.0,1.0,1228.0,Metro,Apartment,Semi-Furnished,76.2
470.0,2.0,2.0,1997.0,2.0,746.0,Tier2,Villa,Semi-Furnished,34.29
1062.0,4.0,5.0,1989.0,2.0,1776.0,Metro,Apartment,Semi-Furnished,119.69
1140.0,2.0,2.0,2003.0,2.0,2551.0,Tier2,Villa,Semi-Furnished,92.57
400.0,3.0,4.0,2005.0,2.0,,Tier1,Independent House,Semi-Furnished,40.16
843.0,1.0,1.0,1987.0,0.0,1427.0,Metro,Apartment,Unfurnished,69.63
1349.0,3.0,4.0,2010.0,0.0,3304.0,Tier1,Villa,Semi-Furnished,162.09
934.0,,2.0,2017.0,2.0,2615.0,Metro,Apartment,Semi-Furnished,133.22
1684.0,3.0,4.0,2014.0,1.0,2153.0,Metro,Villa,Unfurnished,176.45
421.0,3.0,3.0,2006.0,1.0,821.0,,Apartment,Unfurnished,19.73
1538.0,3.0,3.0,1989.0,2.0,,Metro,Apartment,Unfurnished,128.92
1657.0,,,2003.0,1.0,3738.0,Tier2,Apartment,Semi-Furnished,100.65
1678.0,3.0,4.0,1993.0,1.0,2073.0,Metro,Apartment,Furnished,192.51
417.0,4.0,5.0,2008.0,2.0,658.0,Metro,Independent House,Semi-Furnished,35.46
1357.0,3.0,2.0,2023.0,0.0,1779.0,Tier2,Apartment,Semi-Furnished,69.35
866.0,4.0,4.0,1996.0,2.0,1926.0,Tier1,Apartment,Unfurnished,49.58
497.0,3.0,3.0,2011.0,2.0,1174.0,Metro,Apartment,Semi-Furnished,61.23
993.0,3.0,4.0,2005.0,,1477.0,Tier1,,Furnished,92.36
748.0,3.0,,2022.0,1.0,1346.0,Metro,Independent House,Furnished,84.56
1660.0,6.0,6.0,2019.0,2.0,2977.0,Tier2,,Furnished,113.45
1457.0,2.0,2.0,2016.0,1.0,3898.0,Tier1,Apartment,Semi-Furnished,124.17
624.0,1.0,1.0,2020.0,0.0,967.0,Tier2,Independent House,Unfurnished,33.64
838.0,3.0,4.0,2017.0,3.0,1833.0,Tier3,Villa,Unfurnished,31.17
1010.0,5.0,,2001.0,2.0,2635.0,Tier1,Apartment,Unfurnished,61.14
1164.0,6.0,5.0,1989.0,1.0,3135.0,Tier3,Villa,Furnished,81.88
1703.0,3.0,2.0,2004.0,1.0,4087.0,Tier1,Villa,Semi-Furnished,193.9
1545.0,3.0,3.0,2007.0,3.0,2687.0,Tier3,Villa,Furnished,76.68
1226.0,3.0,3.0,2023.0,2.0,3287.0,Metro,Independent House,Semi-Furnished,162.29
1070.0,3.0,3.0,1988.0,1.0,2713.0,Tier2,Apartment,Unfurnished,47.59
400.0,3.0,3.0,2010.0,2.0,987.0,Tier1,Independent House,Semi-Furnished,44.69
1846.0,5.0,4.0,2014.0,1.0,2439.0,Tier1,Independent House,Unfurnished,139.72
976.0,4.0,5.0,2013.0,0.0,1247.0,Tier2,Apartment,Semi-Furnished,36.31
1977.0,3.0,4.0,2018.0,1.0,4847.0,Tier2,Villa,Furnished,265.98
,3.0,4.0,1994.0,1.0,3765.0,Metro,Apartment,Furnished,170.52
2213.0,3.0,4.0,2004.0,2.0,5738.0,Metro,Independent House,Semi-Furnished,252.53
1503.0,3.0,3.0,2008.0,0.0,4053.0,Tier2,Villa,Unfurnished,146.49
484.0,3.0,3.0,2018.0,2.0,1056.0,Tier2,Apartment,Furnished,30.38
893.0,1.0,2.0,2021.0,1.0,1561.0,Tier3,Apartment,Unfurnished,25.87
1115.0,2.0,1.0,1997.0,1.0,2698.0,Tier2,Villa,Unfurnished,94.19
763.0,3.0,3.0,2007.0,1.0,1893.0,Tier3,Apartment,Semi-Furnished,23.82
1011.0,4.0,3.0,1994.0,1.0,2442.0,Tier2,Apartment,Unfurnished,47.0
517.0,2.0,2.0,2006.0,,1501.0,Metro,Apartment,Semi-Furnished,66.3
1203.0,3.0,3.0,,,2239.0,Metro,Apartment,Semi-Furnished,108.7
1319.0,2.0,2.0,,2.0,1677.0,Tier2,Apartment,Unfurnished,46.75
698.0,2.0,1.0,2002.0,2.0,1979.0,Tier2,Apartment,Unfurnished,36.54
2170.0,6.0,6.0,2004.0,2.0,3231.0,Metro,Apartment,Semi-Furnished,191.69
1232.0,5.0,4.0,2012.0,2.0,3025.0,Tier1,Villa,Semi-Furnished,134.98
792.0,1.0,2.0,1992.0,2.0,2195.0,Tier3,Villa,Furnished,73.49
400.0,4.0,4.0,1989.0,1.0,703.0,Tier1,Apartment,Furnished,29.07
1230.0,2.0,2.0,2005.0,3.0,3315.0,Tier1,Apartment,Semi-Furnished,107.83
1070.0,6.0,6.0,2004.0,,1924.0,Tier1,Villa,Unfurnished,87.67
1592.0,2.0,1.0,2000.0,2.0,4186.0,Metro,Apartment,Semi-Furnished,185.61
1128.0,2.0,,2004.0,2.0,1495.0,Tier1,Apartment,Furnished,84.74
603.0,3.0,3.0,2009.0,1.0,1435.0,Tier1,Apartment,Semi-Furnished,46.81
2035.0,4.0,5.0,1991.0,3.0,4922.0,Metro,Independent House,Semi-Furnished,245.47
1418.0,2.0,3.0,2009.0,1.0,2956.0,Tier2,Independent House,Semi-Furnished,107.76
1073.0,4.0,3.0,2020.0,1.0,2615.0,Tier1,Independent House,Furnished,133.77
1282.0,1.0,1.0,1994.0,0.0,3669.0,Tier2,Independent House,Unfurnished,70.48
1437.0,,5.0,2024.0,0.0,3623.0,Tier3,Villa,,109.72
486.0,1.0,1.0,2000.0,2.0,1424.0,,Apartment,Semi-Furnished,61.36
1279.0,5.0,5.0,1988.0,0.0,2568.0,Tier2,Villa,Unfurnished,92.43
975.0,3.0,4.0,1994.0,2.0,2097.0,Tier1,Apartment,Semi-Furnished,60.51
1454.0,3.0,3.0,2015.0,2.0,,Tier3,Villa,Semi-Furnished,94.81
830.0,6.0,6.0,1996.0,1.0,2468.0,Metro,Independent House,Semi-Furnished,113.02
898.0,6.0,6.0,2004.0,1.0,1167.0,Tier2,Villa,Semi-Furnished,52.37
2031.0,,5.0,2016.0,0.0,3748.0,Tier2,Apartment,Semi-Furnished,105.66
1815.0,,2.0,1986.0,3.0,3151.0,Metro,Apartment,Semi-Furnished,170.21
400.0,3.0,4.0,,2.0,758.0,Metro,Villa,Unfurnished,45.16
1778.0,3.0,4.0,2004.0,1.0,5071.0,Tier2,Villa,Unfurnished,155.2
1163.0,3.0,2.0,2007.0,0.0,2166.0,Tier2,Independent House,Semi-Furnished,91.93
846.0,3.0,3.0,1997.0,1.0,2412.0,Tier1,Apartment,,77.64
696.0,1.0,2.0,2019.0,,1366.0,Tier2,Independent House,Furnished,52.6
725.0,4.0,5.0,2001.0,2.0,1985.0,Tier1,Villa,Furnished,112.99
860.0,4.0,4.0,1994.0,2.0,1840.0,Tier2,Independent House,Semi-Furnished,52.31
636.0,2.0,2.0,2024.0,1.0,1120.0,Metro,Villa,Furnished,137.72
523.0,3.0,3.0,2022.0,2.0,1051.0,Tier3,Villa,Semi-Furnished,32.73
680.0,3.0,3.0,1998.0,0.0,1335.0,Metro,Villa,Unfurnished,95.66
1362.0,4.0,4.0,2003.0,1.0,2272.0,Tier1,Independent House,Semi-Furnished,152.61
1225.0,1.0,1.0,2016.0,2.0,2109.0,Metro,Independent House,Unfurnished,194.42
1478.0,3.0,3.0,2017.0,0.0,2270.0,Metro,Apartment,Unfurnished,124.6
1167.0,2.0,3.0,,1.0,2106.0,Tier1,Apartment,Furnished,97.95
547.0,3.0,4.0,2009.0,1.0,1271.0,Metro,Independent House,Unfurnished,77.72
1447.0,4.0,3.0,1998.0,1.0,2743.0,Tier2,Villa,Unfurnished,91.23
698.0,4.0,5.0,2022.0,1.0,1733.0,Metro,Villa,Semi-Furnished,121.87
1523.0,2.0,2.0,2020.0,2.0,4533.0,Tier1,Apartment,Furnished,176.29
617.0,3.0,3.0,2008.0,1.0,1159.0,Tier1,Apartment,Semi-Furnished,44.56
856.0,6.0,6.0,2023.0,0.0,1740.0,Metro,Independent House,Unfurnished,85.82
1019.0,2.0,2.0,2023.0,0.0,1524.0,Metro,Independent House,Semi-Furnished,111.33
1537.0,5.0,4.0,1997.0,1.0,2930.0,Tier1,Apartment,Furnished,107.72
1288.0,4.0,3.0,1986.0,0.0,3231.0,Tier1,Apartment,Semi-Furnished,86.44
1210.0,4.0,4.0,2018.0,2.0,1926.0,Tier1,Independent House,Semi-Furnished,125.46
2143.0,2.0,3.0,1999.0,2.0,3274.0,Tier1,Apartment,Semi-Furnished,155.5
400.0,2.0,3.0,1986.0,1.0,751.0,Tier1,Independent House,Unfurnished,28.14
681.0,5.0,6.0,2009.0,2.0,1821.0,Metro,Apartment,Semi-Furnished,86.01
659.0,3.0,4.0,1989.0,1.0,1531.0,Tier1,Villa,Unfurnished,76.6
400.0,1.0,2.0,2018.0,0.0,1169.0,Tier3,Independent House,Unfurnished,16.49
840.0,3.0,4.0,2023.0,2.0,2376.0,Tier1,Villa,Semi-Furnished,139.86
1544.0,2.0,1.0,1989.0,2.0,2273.0,Tier2,Apartment,Furnished,69.11
904.0,4.0,5.0,1992.0,0.0,1154.0,Tier1,Villa,Unfurnished,57.8
1033.0,,3.0,1998.0,1.0,1982.0,Tier2,Apartment,Unfurnished,46.4
400.0,5.0,6.0,2013.0,0.0,856.0,Tier2,Apartment,Furnished,29.68
802.0,4.0,3.0,2014.0,1.0,1707.0,Tier1,Independent House,Semi-Furnished,81.98
969.0,2.0,3.0,2021.0,1.0,1397.0,Tier3,Independent House,Semi-Furnished,55.52
1521.0,3.0,4.0,1988.0,2.0,2167.0,Metro,Villa,Unfurnished,161.57
400.0,4.0,5.0,2019.0,0.0,514.0,Metro,Apartment,Unfurnished,34.63
972.0,3.0,4.0,1991.0,0.0,2655.0,Tier2,Apartment,Furnished,50.46
1743.0,6.0,6.0,2010.0,1.0,5065.0,Tier2,Apartment,Unfurnished,102.49
977.0,4.0,4.0,2016.0,2.0,1376.0,Metro,Villa,Furnished,231.23
400.0,1.0,1.0,2017.0,1.0,633.0,Metro,Independent House,Unfurnished,52.72
1840.0,5.0,4.0,2008.0,1.0,2506.0,Metro,Villa,Semi-Furnished,207.51
1567.0,2.0,2.0,1985.0,1.0,4355.0,Metro,Independent House,Semi-Furnished,240.49
